id_aluno, nome_erro, tempo_leitura, densidade_leitura, colfinal
4083, IndentationError: unindent, 10.301, 0.020894523326572007, 
4083, NameError: name, 18.383, 0.054067647058823526, 
4083, NameError: name, 6.158, 0.018111764705882355, 
4083, SyntaxError: invalid syntax, 8.084, 0.007211418376449598, 
4083, SyntaxError: invalid syntax, 51.287, 0.045751115075825154, 
4083, SyntaxError: invalid syntax, 25.031, 0.022329170383586082, 
4083, SyntaxError: invalid syntax, 2.84, 0.0025334522747546833, 
4083, SyntaxError: invalid syntax, 6.032, 0.0053809099018733274, 
4083, SyntaxError: invalid syntax, 9.69, 0.008644067796610169, 
4083, SyntaxError: invalid syntax, 5.654, 0.005043710972346119, 
4083, TabError: inconsistent use, 3.872, 0.008291220556745181, 
4083, SyntaxError: invalid syntax, 4.337, 0.0038688670829616413, 
4083, SyntaxError: invalid syntax, 1.984, 0.0017698483496877788, 
4083, SyntaxError: invalid syntax, 18.798, 0.016768956289027654, 
4083, SyntaxError: invalid syntax, 43.749, 0.039026761819803746, 
4083, SyntaxError: invalid syntax, 4.0, 0.003568242640499554, 
4083, SyntaxError: invalid syntax, 5.08, 0.0045316681534344335, 
4083, NameError: name, 6.697, 0.01969705882352941, 
4083, SyntaxError: unexpected EOF while parsing, 35.503, 0.11953872053872054, 
4083, NameError: name, 5.009, 0.01473235294117647, 
4083, NameError: name, 6.377, 0.018755882352941174, 
4083, SyntaxError: invalid syntax, 10.625, 0.00947814451382694, 
4083, IndentationError: expected an indented block, 18.118, 0.03306204379562044, 
4083, SyntaxError: invalid syntax, 34.486, 0.030763603925066902, 
4083, IndexError: index, 48.17, 0.0928131021194605, 
4083, IndexError: index, 7.712, 0.014859344894026974, 
4083, NameError: name, 110.649, 0.32543823529411764, 
4083, SyntaxError: invalid syntax, 21.955, 0.019585191793041926, 
4083, SyntaxError: invalid syntax, 6.713, 0.0059884032114183765, 
4083, SyntaxError: invalid syntax, 15.141, 0.013506690454950936, 
4083, SyntaxError: invalid syntax, 0.822, 0.0007332738626226583, 
4083, IndentationError: unexpected indent, 4.64, 0.01681159420289855, 
4083, IndentationError: unexpected indent, 2.608, 0.009449275362318842, 
4083, NameError: name, 13.371, 0.039326470588235296, 
4083, NameError: name, 6.147, 0.018079411764705882, 
